Features,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10
DMKN,1.0879,-1.4215,0.087,-0.0207,0.6381,0.5975,0.7216,-0.1266,-1.2238,0.1766
AK127956,1.0305,1.144,-0.1085,0.4218,-0.0096,-1.6264,0.6434,0.1229,1.042,-0.3337
TRIB1,-0.255,1.3297,-0.067,-0.3722,-0.9203,-0.7314,0.8473,1.3223,2.7584,1.3556
ASAH2,-2.016,-0.1422,0.262,-0.9635,1.3494,0.2654,-0.0089,-0.6434,1.2424,-0.6679
CMC1,2.2428,0.765,-0.6721,0.3732,-0.8998,0.7672,-0.2708,1.9055,0.5419,1.0925
HMX3,-1.576,-0.3457,1.2215,-0.5627,0.4559,-1.0785,0.8765,-1.0403,0.3515,-0.5118
FASTKD1,-1.5062,-0.9298,-1.4285,1.6872,-1.0773,1.0352,-0.688,-0.3993,0.0182,1.1557
AW104298,-0.0763,-0.2398,-0.1382,0.1995,0.4559,0.566,0.6746,-0.9652,0.326,-0.44
BX100265,0.9733,0.2769,-0.8395,0.6073,-1.1958,-0.1905,-0.8423,1.2144,0.2056,-0.6676
SLC43A1,5.8865,-0.3815,-0.9555,-0.4329,-0.6539,1.3171,-0.8144,-0.3572,-0.4734,-0.6187
ADAMTSL2,-1.3658,0.7443,0.1389,-0.4154,0.9323,-0.5605,-1.6383,-1.4288,-0.2172,-0.346
ABHD13,1.8402,2.0827,0.7949,-0.4813,1.2948,0.4958,0.1863,1.937,0.1107,-0.2331
OR4D6,0.2753,-0.4961,0.2768,-0.4864,-0.8455,-0.9241,0.0397,0.0077,-0.7731,0.1385
SLC25A44,-1.1085,0.4091,-1.5107,-0.187,0.4386,0.9268,-0.7411,0.877,-0.7095,-0.6659
BM969648,-0.6613,-1.0414,0.9503,1.602,0.1379,-0.196,-0.0263,0.9937,-1.0557,1.1044
AW450226,-0.4558,-1.4076,-0.0772,-0.4196,0.4905,0.2147,0.3324,-0.7533,-0.7609,-0.8236
PIF1,0.1542,0.76,-0.249,-0.4361,-0.6664,-0.8264,-0.7092,-0.7247,1.03,-1.3829
AW086168,1.495,0.1916,-0.4484,0.1693,0.2078,-0.8006,0.7799,-1.392,0.4798,-0.0998
YWHAH,0.9377,0.9553,0.447,0.1284,0.6682,-0.4657,-0.4885,-0.7429,0.2734,1.0587
pKBF-2,-0.2785,-1.0337,-0.5724,-0.492,-0.1739,-0.5951,-1.5434,-0.4144,0.229,-1.4056
NCRNA00087,-1.4428,1.9178,-0.0687,-1.4354,0.1206,-0.193,0.7574,-0.4222,-1.3022,0.3077
KCNIP2,0.5045,0.173,0.1284,0.4271,0.2821,0.1367,2.2695,1.4044,1.8778,1.3575
KCNK1,1.6703,0.962,-0.3298,-1.0018,0.0023,-1.378,-0.9308,-1.5919,-0.3349,-1.259
FLJ37307,-0.4153,-0.4331,0.157,-0.2384,-0.4514,-1.7394,-1.6101,-2.2216,-0.5573,0.1296
SYT13,-0.5415,-1.0554,0.9588,-0.8633,-0.8584,1.8794,-0.3045,2.0144,-0.9034,0.6427
OR4K14,-0.5237,-1.6715,0.2278,-0.1663,-0.9207,-0.4817,0.7841,-0.5538,-0.6442,1.3311
DB027317,0.9569,-0.5817,-0.9932,-0.6309,2.1667,0.835,-1.6889,-0.4736,0.0374,1.0131
ZNF484,1.0135,-1.3922,0.2038,1.6734,1.1998,1.8958,0.9526,-1.2496,0.7841,0.651
CD688177,-0.7092,-0.6224,-0.2935,-0.0771,-0.0045,0.225,-0.6793,-0.4742,0.2135,4.2701
FAM155B,0.1872,-0.7643,1.3393,0.1879,-0.6142,-1.0383,-0.0368,-0.1288,-0.169,-0.26
USP30,1.8749,-1.9458,-0.5673,0.7298,-0.4495,-0.1844,-0.9614,3.5188,0.3627,1.0944
RNF168,-0.1094,0.5513,-0.1056,0.1932,0.2049,0.0893,1.1543,1.3221,1.0293,1.6386
MAS1L,-1.4398,1.4056,-0.3611,-0.3985,-0.5757,0.6074,-1.3646,1.3483,-1.3064,0.4017
OLA1,-1.4703,-0.6882,1.0851,0.6758,-1.8585,-0.6738,-1.0126,0.2477,-1.309,-0.9454
BX090917,-1.0948,0.3766,1.1679,-1.2233,-0.1,-0.7217,0.0925,-0.5215,-0.977,-0.8638
SPANXN1,-0.4158,-1.5332,0.1296,1.5478,0.4623,0.2523,1.5524,-1.6519,-0.5133,1.0384
TMED8,-1.0079,0.1196,0.9723,1.9734,1.1048,1.0437,0.2668,0.4201,0.842,0.3901
RGP1,0.2968,-1.1699,1.5119,0.8263,-1.9975,0.9856,-1.1492,0.1246,0.9718,0.9437
ZC3H7A,-1.0201,1.1035,0.3007,0.0643,-0.4489,1.0943,0.4784,-1.0049,1.0845,0.1165
ARPC5L,0.5089,2.799,-1.485,-0.5246,-0.7816,0.3213,-1.2686,-1.1438,1.0993,-0.1353
OR4K13,-0.0262,-0.4521,0.2078,-0.5508,-0.4464,0.2551,-0.9799,1.2044,1.9774,1.437
OR7E91P,2.3126,-0.2853,-0.0955,-0.5368,-0.1831,-0.4871,-0.661,-0.4018,-0.3481,-0.1593
LOC646862,-0.7118,0.101,0.2331,-0.8237,0.8705,1.3417,0.4784,0.6422,0.7443,0.1453
BQ027884,-0.164,-0.3219,-0.01,0.9575,0.3526,-0.7217,-1.2498,0.6579,0.7722,-0.4505
PTCHD3,-0.8103,-0.6095,0.734,0.4737,5.4514,-0.6198,2.1851,-0.5173,-0.381,0.3615
HSP90AB1,-0.6819,-0.3759,-0.3622,0.2102,-0.7532,-1.1227,-0.6289,-0.3987,2.0202,-1.202
DGKZ,0.2519,-0.4097,-0.1432,-0.0669,-0.5316,1.2341,0.958,-0.3865,0.5192,1.4882
KRTAP12-2,0.0682,-0.6389,0.2699,-0.9132,0.5011,-1.067,1.8105,0.5075,1.7316,3.1038
SPATA8,0.9163,0.5737,0.4139,-0.9088,-1.0144,0.9939,-0.9021,-0.3145,0.9168,0.5477
WDR27,-0.6401,-0.9702,0.6687,-0.8692,0.7309,-0.7069,1.5784,-1.6639,0.6424,0.159
C1orf96,-0.2641,0.1274,-1.3573,-1.8588,-0.0007,-0.6911,-0.4407,-0.697,-0.6034,-0.6863
PI4KB,-0.7552,0.0246,-0.9361,-0.8024,0.1891,0.5657,0.7126,-0.6105,-0.578,0.0544
OR5T3,-1.6783,0.5802,1.211,0.1065,0.1695,-2.2712,0.4444,-0.7107,0.5958,0.5239
AI630821,-0.3626,0.2885,0.5427,-0.271,1.204,-1.6601,-0.2499,-1.7464,0.0137,-0.3371
RIMS4,-0.3903,-0.0634,-0.2554,0.6003,-0.4044,0.0144,-0.7814,-0.1932,-0.219,-0.552
AW237220,-0.1199,-0.3666,-0.2766,-0.8214,-1.2812,1.1007,-0.516,-0.9478,0.8744,-0.6167
LDB2,-1.8489,-0.4976,-0.3132,-0.5172,0.3339,-0.7049,1.7029,-0.9328,-0.513,0.6728
AW173494,0.1113,-0.3696,-0.3639,-0.1146,1.4136,-0.5356,-1.5475,0.4067,0.0044,-1.063
CTAG1A,-0.497,0.9045,0.5239,1.098,0.6246,-0.5967,0.3582,-0.3891,0.8619,0.9081
CYLC1,0.6124,-1.3138,1.243,3.0173,-0.4873,-0.1141,1.1105,0.9683,1.1287,-0.3877
AK129542,-0.4117,0.1035,0.8933,-0.2853,-0.8053,-1.4694,-0.6671,-1.0132,0.0052,-0.1492
BC053535,0.0365,-0.0216,0.1697,1.0504,0.6638,0.4341,-0.1192,-0.2411,0.6445,-1.3475
AK294743,0.1956,-0.4138,1.5454,0.0311,-0.8579,-0.8158,-0.1098,-0.8226,-0.6661,1.0574
ZNF193,-2.147,-0.9476,-0.4316,1.7572,1.7294,-0.2439,1.6072,-0.1452,0.6061,0.6325
BC040635,0.7364,0.0216,-1.8448,0.7069,-0.0065,0.3383,0.744,0.4208,-0.9539,-0.2287
ITPKB,0.4174,-0.1912,-1.1948,-1.2392,0.2646,-0.2369,-0.1379,-1.0523,-0.262,-0.1097
LEKR1,-0.9529,-0.6819,0.7117,-0.2532,-0.3608,-0.3576,0.4673,0.9048,-0.9142,-0.7177
FAM90A25P,-0.894,-0.1392,-1.5554,-0.4443,1.1903,-0.2906,-0.848,-0.4275,0.7673,-1.2197
DPP4,0.2853,0.0065,1.7281,0.7915,1.2145,-0.9679,-1.0231,-1.627,-1.0152,-0.9107
TWF1,-0.2611,-0.079,-0.8286,0.5661,1.5492,0.8648,-0.2905,0.7932,-0.0344,0.3898
CA443138,-0.7684,0.8908,-0.21,0.0447,-1.2264,-0.9848,-0.6926,-1.7743,0.3153,0.8189
SASS6,-1.0201,-1.4073,0.1778,0.3049,0.3692,-0.6347,-0.882,0.2414,-0.2478,-0.7206
AW593145,-0.6104,-0.4127,-0.7595,-1.2246,1,0.1602,-0.4326,-0.8441,-0.929,2.2546
DA528960,-0.6294,-1.5208,0.1539,0.9955,0.1038,1.5114,0.3926,-1.4422,-0.2086,-0.2024
DR980387,2.602,-0.2006,-0.1566,-1.528,-0.0438,0.93,0.1437,-0.1866,1.5356,-0.1097
KAT2A,-1.0597,-0.412,0.605,-0.1809,-1.1112,-0.1906,0.453,1.2049,-0.0143,-0.4384
MMP27,0.0653,-1.1819,-0.1973,-0.4467,3.1378,-0.8405,0.0891,0.0836,-2.9283,0.738
CYB561D2,0.6356,-0.2176,-0.3304,0.8359,0.1508,1.9118,-0.7878,1.0887,0.4969,1.4943
ORC6,1.4251,2.2574,-0.3474,-0.0141,0.1168,-0.6655,-1.2272,-0.3067,0.5896,-0.4313
AW295984,-1.6556,-0.1835,-1.637,1.8734,0.431,-0.1996,0.7976,-0.1919,0.2975,1.6317
TMEM40,0.8666,0.5906,-1.1932,-0.1937,-0.6774,-0.7079,0.0384,-0.874,0.3181,-0.3168
BX118075,-0.683,-0.9411,-0.154,0.3069,-1.966,-0.3842,-0.8977,1.6935,1.2128,0.1881
BM930795,0.1444,-0.6384,0.1285,0.7039,0.0805,-1.3641,0.1703,-1.882,0.9184,-0.6923
ADSSL1,0.4771,1.4112,0.4162,0.1802,-0.2367,1.2665,-0.5382,-0.9168,-0.2578,-0.2288
GMNN,-1.2208,-0.1344,-0.1172,0.0575,1.1792,-0.0378,-0.6937,0.6478,0.2738,-0.9427
ASCL1,-0.4476,-0.3391,0.9711,-0.4216,-0.537,-0.5125,-0.5911,-0.4105,3.864,0.6779
CPEB2,-0.4603,-0.1759,0.6722,0.1623,-0.2811,0.1448,0.0679,0.5972,-0.0165,1.0822
AA620741,-1.1398,0.1199,-0.7911,0.2152,0.3409,-1.3587,-0.288,-0.644,-0.1585,-0.3811
MYLIP,-1.3446,0.1809,1.2905,0.5593,0.0782,2.1709,1.169,0.4098,0.8947,0.3472
PRSS42,1.0281,-0.5022,-0.766,0.6466,0.2579,1.8853,0.2126,2.773,-1.1396,-1.5369
LARP6,-1.4098,0.3361,1.7651,-0.4929,0.3278,-2.0313,0.7428,-0.7871,-0.8326,-0.8154
AA719374,-0.6665,0.2132,-0.5477,-0.737,0.6864,0.1431,-1.6135,-1.3183,1.4566,-1.3806
FAM138F,0.6623,-0.3493,1.4118,0.3471,0.5333,1.0899,-0.1876,0.6849,-0.0612,0.6696
GMPPB,-0.0199,1.0037,-0.491,0.1265,0.4515,2.3076,-0.6668,1.438,0.0392,1.1548
BX096343,0.3404,-0.5679,-0.0825,-0.0292,-0.8439,-1.3823,-1.4214,-1.4434,0.4672,0.1793
FARP2,0.1166,-0.2531,1.3235,-0.7501,0.2017,-0.7914,-0.0206,-1.445,-0.5458,-0.579
AA885181,1.2701,-0.2714,-0.4561,-0.7618,0.0253,0.5273,1.62,0.9645,-0.2023,0.3073
AA689391,0.9397,0.4829,-0.9135,-0.8231,1.2872,0.3056,-1.2174,0.1996,0.8907,0.4726
NLGN2,-1.0734,0.5757,1.2616,-0.3278,0.2503,-2.0955,-0.0153,-0.9608,0.4155,-1.2343
MADD,-0.0393,-0.6982,0.3027,-0.5389,-0.8622,0.2951,-0.4335,0.0066,0.1015,-0.5859
CDYL2,-0.2101,-0.2775,0.4624,-0.03,-1.5509,0.5326,-2.2593,0.7531,0.0159,1.6142
CCDC17,-1.1399,0.224,-0.0042,0.3324,-1.0108,-0.8788,0.3458,-0.4763,1.1863,-0.9743
POFUT1,-0.3482,-0.4476,0.9635,0.1604,0.3527,0.6589,-0.0921,0.522,0.3159,1.0361
IPO4,0.4306,-0.6928,-0.4757,-0.2773,-0.4364,0.6164,0.607,1.3352,1.1432,-0.9565
PGM2,-0.1786,-1.1737,0.1583,0.2592,1.1373,1.306,-0.2358,-1.0003,0.1246,0.9105
KRT80,1.3869,1.7492,-0.2152,0.2071,0.0883,-0.415,-0.2464,1.3266,-0.7153,-0.9602
BQ185395,-1.0872,0.3712,0.088,1.3661,0.1818,-1.2736,-1.1656,-0.2417,0.5806,0.2824
HBE1,0.6843,-1.226,-0.1398,1.0331,-1.1786,-0.7894,-1.6206,1.009,-0.7859,-0.5183
PIP5KL1,1.5325,-0.5589,2.1307,0.6827,-0.2094,0.575,-0.6219,-0.4208,-1.2408,-0.678
GAGE12I,0.2131,-0.1394,0.0642,-0.0379,-0.3524,-0.3218,-0.4202,0.5081,-0.2858,-0.3311
BX111027,0.0109,-0.0556,1.1916,0.8662,0.2531,-0.0516,1.5215,-0.3024,0.9586,1.8792
LOC387810,-1.3562,0.2641,1.1973,-1.4286,0.1279,2.1701,0.2554,1.5107,0.0145,-0.2439
CLEC18C,-0.6909,-0.076,-0.1179,-1.2447,1.35,-1.2307,-0.6828,1.1075,-0.9211,-0.2803
KNDC1,-0.0458,1.3636,-0.3117,-0.8524,-0.3369,1.6264,-0.2143,-0.2206,-0.4183,-0.5634
BF508553,-0.6562,0.7664,0.5664,-0.6944,-0.7753,-0.9065,1.5962,0.5613,1.7605,0.1529
SLC7A7,-0.3466,0.3145,0.1831,0.9145,0.7059,-0.2869,-1.0891,0.8074,0.7122,0.4436
CDCA8,0.1751,0.635,-0.2643,-0.4661,0.0596,-0.6053,-0.8931,-0.0001,0.7511,0.0024
PLXDC1,-0.1345,0.0185,1.2245,-0.2865,-0.3699,-0.8452,-2.1391,-2.0205,-1.315,-1.5064
CR618938,0.9054,0.9763,0.9601,-0.6982,1.308,0.0734,0.5933,-0.4724,0.6297,0.0004
FAM47B,-0.9355,0.93,-0.0655,1.0984,-1.3266,-0.4769,1.2235,-1.3629,-0.4358,1.4664
BEX2,-1.9247,-1.7345,-0.8996,-1.4416,0.031,0.0906,1.0396,-0.5727,-0.689,0.5826
BM674833,-0.5429,1.3686,-0.388,0.5862,-0.1975,0.0162,0.6985,-1.809,0.514,0.0092
CCDC92,0.1484,0.4231,0.5217,-0.3872,-0.1308,-1.7289,0.0509,-0.1883,-0.8762,-0.4862
FBLN1,-0.7833,0.7678,0.6649,0.633,1.0001,-1.5538,0.8275,-2.2156,-0.0373,-0.0126
BCAS3,1.5411,-0.8044,0.8589,0.2615,-0.9218,-0.2532,-0.1836,0.2026,-0.0744,-0.1811
MAZ,0.8533,-0.2288,-0.3168,1.0879,0.8566,1.4243,-0.1064,1.7231,2.0963,-0.0487
AK090694,-1.2324,-0.4368,-0.5264,-1.3484,-1.4263,-0.8045,0.1538,-0.7796,0.2238,0.2151
RDH12,6.0646,-0.9569,0.4269,-0.3924,0.4221,-0.033,0.2575,0.2111,-0.4484,0.0725
SART3,0.7808,-0.0078,0.1159,-0.5557,-0.3595,0.7705,-0.223,2.8555,-1.2251,-0.5743
MRPS9,0.7795,0.7795,-1.4279,-0.6981,1.0585,0.1847,1.0026,-0.7397,0.7651,0.7797
AW627405,-0.732,-1.148,0.23,-0.3891,1.0016,-0.3671,-1.2829,-1.2263,0.6712,-0.4238
MAGEA12,-0.3809,-1.2157,-0.8022,-0.1402,-0.8176,-0.751,-0.069,-0.3179,4.2111,-0.274
BE439524,-0.5408,-0.054,0.4225,0.107,0.0525,-1.4512,-0.6415,-2.4254,-0.1159,0.4394
C6orf223,0.6303,-0.8444,0.6765,-0.2299,-0.896,-0.1049,-0.4805,0.1148,0.4786,-0.3286
XAGE2,-0.2204,-0.0564,-0.4224,-0.0968,-0.1879,-0.4734,-0.337,-0.1043,-0.5938,-0.0038
BX096845,-0.6333,-0.3592,-1.3402,2.6316,0.839,-0.7893,-0.0566,-2.3185,1.1594,1.3935
GBP7,0.1364,-0.8406,0.1995,-1.1705,-0.2914,-0.9681,0.0141,0.8679,2.0321,-0.5146
OR52B4,-1.1848,0.6067,-1.0554,-1.5737,-0.5296,-0.3819,0.4749,2.2892,-0.0132,1.9505
OR2T8,-1.5174,0.0903,-1.1786,-0.6635,0.2479,-0.8073,0.6917,0.9017,0.1811,0.1033
AA515586,1.6227,1.68,0.0838,0.1011,0.5116,1.1777,-1.183,2.0049,-0.5609,-0.2256
WDR5,0.5742,1.4962,0.0599,-0.5252,-0.5015,-0.4849,0.3749,-1.3173,0.8767,-0.2006
B4GALT2,0.5656,0.7314,0.8382,-1.0357,-0.2992,2.6264,1.1044,1.5938,0.5172,0.1797
ABCC8,-0.1855,-0.69,1.52,1.4853,-0.9982,1.7336,0.2987,0.8597,-0.8688,-0.7226
EMG1,0.9156,-1.0606,-2.0918,-0.4423,0.396,0.2835,0.7161,0.5293,0.3641,0.5343
ACSM5,-0.5301,-0.7318,0.6757,-0.6807,-0.7115,-0.6591,0.5577,-0.6294,0.1419,0.4454
PNRC1,0.133,-0.5653,-0.8735,-0.6057,-1.0941,-1.1087,0.2756,-1.6091,-0.3224,1.3468
RPLP2,-0.2987,-0.2615,-1.363,-0.0545,0.3898,-1.0567,0.2275,0.7659,0.4617,0.6012
FLJ00326,-1.5729,-0.7073,-0.6415,-1.056,-0.3912,-0.4971,0.5543,-0.9478,-1.7057,-0.1277
ANP32D,-1.3409,0.0313,-0.4337,-1.4776,0.6899,-2.0318,0.8243,1.1412,-0.5869,-0.6187
AV30S1,-0.1996,-0.0917,0.531,0.4481,-0.7446,-0.3272,-0.1964,-0.1413,0.5925,0.027
DQ601689,0.1126,0.1999,-0.8196,0.0661,-1.0002,-0.5695,-0.1815,1.089,0.4375,-0.0891
BM684541,0.6527,2.4239,0.8704,-0.2272,0.886,1.3256,-0.1704,-0.5114,-0.0653,-0.9804
SREK1IP1,0.2704,-0.7771,0.0223,0.6294,0.7731,-0.4398,1.2101,1.5414,0.6862,2.4049
NUP214,-0.1148,0.0055,-0.3657,-0.6677,-1.3578,0.2173,0.255,-1.2179,0.3068,0.6003
SLC22A4,1.7705,0.6993,0.9407,0.1037,-1.0168,1.5599,-0.5849,0.3411,-1.0131,1.4058
CAMK2A,0.3421,0.376,0.1187,-0.0823,0.1388,0.5832,-0.08,0.1874,0.2121,0.2551
LYVE1,0.1863,-0.383,-0.6118,-0.7375,-0.331,-0.2534,1.4999,-0.663,1.5815,3.8909
CASZ1,-0.4158,-0.5624,0.1911,-0.1076,-0.6179,0.2678,0.3004,-0.4616,-0.516,1.1868
C12orf68,-0.4343,-0.337,1.6421,0.3346,0.8926,-0.2457,0.87,0.3428,0.1593,-0.4471
BE859090,-0.4643,-0.257,0.1262,-0.5181,0.737,-0.5827,0.1216,-1.3363,-0.3337,-0.4291
ACAP3,0.5444,-0.2361,-0.324,0.5849,-0.1218,1.483,0.2564,-0.9805,-0.5912,-0.6162
ZWILCH,-0.2656,-0.1955,-0.9668,0.9114,1.4212,-0.2464,-1.0982,0.12,-1.084,-1.6778
INSL4,-0.3064,-0.9472,0.355,-0.3308,-1.5518,1.4598,0.7103,0.7502,0.3382,2.1779
RSPH4A,-0.3487,-0.5197,0.3703,-0.1591,0.8063,-0.3562,-0.0448,-0.1931,-0.3833,0.6897
TNFRSF8,-0.3053,-0.2789,1.0642,0.2903,-0.6089,0.8299,-1.2763,0.7906,-0.2763,0.9802
AI216701,-1.0773,1.9724,0.2822,0.16,0.7688,0.3524,-1.4,0.0699,0.5864,0.9035
TAF1D,-1.0102,0.0518,-1.3681,0.2662,-0.6466,0.1168,-0.3787,-0.3525,-0.736,-1.0611
FERMT2,0.3439,-0.5734,-0.5374,-0.0813,1.2227,-1.4494,0.2877,-1.2688,-0.2619,-0.9095
AW510894,0.8101,0.4057,-0.9851,-0.1224,1.471,0.652,-0.3801,-0.8009,-0.1783,-1.031
HCFC1,-1.377,-0.1039,-0.2671,-0.5369,-0.5612,-0.2545,-1.1768,0.2159,0.3008,-1.1882
ARHGAP39,-0.1427,1.5231,-0.8295,0.3655,-0.582,-0.1338,-0.8322,0.5804,0.7643,-0.8649
PTRF,-1.1213,0.0631,0.6362,0.2613,1.0051,-1.5241,0.435,-1.2523,-0.5644,-0.696
BU620393,-0.1452,0.6404,-1.1839,-0.8685,-0.6481,-0.1539,0.0791,-0.8916,0.7756,0.2515
AI694523,-0.9484,-1.2932,0.7297,-1.6178,0.3866,-0.1081,-0.4456,-0.0378,0.2911,-0.1458
GPR112,0.1767,-0.7203,-1.1312,-0.0651,-1.5458,-0.7209,-0.8082,-2.4968,0.3656,-0.6405
PDGFC,-0.9809,0.4252,1.6735,1.3736,1.0159,2.0345,-0.7975,-0.2212,-1.1765,-0.5493
AV700445,0.7728,-0.0959,1.325,-0.7253,0.9202,0.6857,-0.625,-1.1923,0.0315,0.7149
TIMD4,-0.301,-0.013,1.3302,-0.1557,-0.7346,-0.4444,0.1314,-0.0763,0.0026,-1.0335
BQ007419,-0.9041,-1.0864,-1.6294,-1.2342,-0.3516,-0.4213,0.6497,-0.4284,-0.1075,-0.4609
WNT5B,1.1773,0.3983,-0.3304,-0.0609,-0.3825,-0.6559,0.0053,-0.4922,0.9356,-0.8956
BX098021,0.6464,-0.5837,0.0373,-0.9404,-0.6157,0.764,0.8776,-0.3123,1.6983,-0.0669
FUT1,-0.0725,-0.4118,-0.2251,0.1814,0.0114,0.7553,-0.2215,0.0095,-0.9518,-0.7761
LOC219690,-0.6392,-0.2167,1.8846,1.1089,1.1147,-1.694,-0.7865,0.2211,0.6971,-0.2275
BM923578,0.3549,0.3631,-0.7258,-0.2587,0.1518,-0.1571,0.8731,-1.2391,0.0074,0.4251
TXNDC5,-0.6001,-0.6302,-0.2743,0.1179,0.4016,0.0758,0.8904,-0.7189,0.0354,0.6936
DB304370,-0.5998,0.6605,-0.8145,-0.11,0.5098,1.0052,0.1748,0.8985,0.6998,-1.9844
AW117457,1.1922,-0.2327,0.6863,0.7813,0.3069,-2.046,-0.1112,-0.792,-0.7438,0.1936
BU736043,-0.5675,0.8482,1.5605,0.9012,0.0077,0.8926,-0.148,1.3261,0.3415,-0.7381
HEATR3,2.0854,1.8915,-0.2598,3.9241,-0.0728,-0.0922,-0.4892,-0.1707,0.2274,0.0751
DBC1,-0.2996,0.1566,-0.09,-0.3181,-0.0585,-0.6393,1.5511,-0.6387,2.4521,-0.2736
BX110961,1.6182,0.3197,0.1533,-0.1429,0.0288,0.8289,1.3907,-0.6166,-0.3987,-0.5267
AW273796,1.2343,1.6519,1.3889,-0.7411,-0.5342,-0.4805,0.6296,0.3445,0.112,0.983
STK17A,-0.6452,0.2082,0.5826,0.7627,-0.1843,-0.1154,0.1846,-0.0802,-0.589,1.1633
RTDR1,0.2347,2.2542,-0.6176,0.3556,0.3788,-1.3334,-0.0649,0.9775,0.1275,0.9565
UFSP1,0.0852,-1.0281,-0.8968,-0.1438,0.2234,0.2782,-0.0397,0.8904,-0.2618,0.0323
DB453233,-0.3261,0.5126,-0.9154,-1.4611,0.8065,-0.8536,0.7257,-0.4962,1.0775,0.3296
NXF1,1.7981,0.1377,0.1808,-0.6851,-0.3245,1.4633,1.3537,0.5992,0.2312,1.2916
ENTPD3,-1.112,-0.5432,1.7871,-0.0641,0.8243,1.2002,-0.1004,-0.4122,-0.9722,2.2409
LGI1,0.2908,1.9118,-0.1883,1.5895,0.8426,0.7291,1.0004,0.7818,-0.4405,0.6479
PAGE2B,-0.4785,0.3456,-0.0974,-0.3071,-0.245,0.1703,-0.1296,0.2507,-0.0051,0.1779
RAPGEF5,0.2976,0.4964,0.3685,0.1183,2.772,0.9895,-0.5633,-0.7754,-0.1728,0.6906
PAOX,0.7464,-0.792,0.8721,0.636,-0.7635,-0.5167,-1.0286,-1.4372,2.3433,-0.7766
TMEM151A,-0.1821,0.0933,-0.787,-0.5149,-0.7953,-0.439,0.0377,1.3988,-0.7214,-0.4997
AY235716,-0.6718,-0.785,-0.7335,-0.6587,0.7806,0.8049,0.0228,-1.0664,-1.1494,2.4137
PRM1,1.1059,-0.4092,0.1657,-0.5892,-0.5063,-0.3009,-0.5784,-0.6047,0.1891,-1.8046
SLCO1B3,-0.6247,0.383,1.3412,0.3499,-0.0412,-1.4623,-0.0758,0.8149,0.547,0.4659
P2RY14,-0.0195,-1.3443,-0.5788,0.1428,-0.9188,-0.3291,0.4377,0.3151,-0.0859,1.4494
TRIM46,1.1902,1.2437,0.0916,0.2003,0.8513,1.9778,-0.9081,0.723,-0.2724,-0.3946
BM681487,-0.7342,-0.6852,0.3897,-0.3578,0.9753,-0.0222,-0.9437,0.2164,2.8033,-1.255
C9orf172,1.3709,0.6363,-0.2403,0.4061,0.6144,0.0663,-1.0328,-1.1772,-0.9158,-0.3331
UNG,0.7848,0.6441,-0.8342,-0.4029,0.6235,-0.4828,-1.4047,0.9027,0.1289,-1.2881
ZNF630,-0.312,0.8005,-1.2422,-0.0396,0.7148,-0.0863,-0.3999,-0.4227,1.3387,0.8384
CNN1,-1.1841,-0.7594,-0.3721,-0.2781,1.8297,0.1827,2.2582,-0.4463,-0.4684,1.6358
BM974067,0.6453,-0.7631,0.5718,0.1415,-0.2027,-0.8542,0.7373,0.975,-0.0803,-0.9903
ARRDC1,1.7727,1.8629,0.1748,0.5718,-0.5609,0.1776,-0.3241,-1.3754,-1.1662,0.9068
UTP23,1.5355,1.2825,0.0327,0.478,0.19,0.1528,0.4526,1.3887,0.9873,0.5035
PSAT1,-0.4915,1.1504,-0.4685,-0.433,-0.983,-0.9247,-0.1793,-0.4996,-0.8468,-0.5454
ASL,0.4797,0.3524,-0.5431,-0.564,0.0468,-0.4408,-0.7285,-0.0302,-0.4747,-0.9117
ENTPD8,2.8362,-0.4201,0.8989,0.5052,-0.9362,1.8318,-0.7594,-0.3412,1.6432,0.1965
AA418671,-2.2383,0.1937,0.8136,-0.6355,1.6773,-0.8278,-0.3701,0.6218,0.9676,-0.758
PSEN1,1.7609,0.9004,0.982,1.0933,1.8599,0.606,1.3779,1.5515,1.5322,2.8089
TFPI,-1.0729,-0.6539,-1.1497,-0.8731,-0.0505,-0.7544,1.4388,-0.45,0.0445,1.3706
TAF4B,-0.6019,-0.4876,-0.4363,0.1017,-0.5889,-1.3362,-0.1134,-0.3602,-0.5523,-0.4315
DCD,-0.4243,-0.1024,-0.3912,-0.375,2.7198,-0.5011,-0.5102,-0.4398,-0.4056,-0.3754
AK126813,-0.7576,0.7804,0.9226,0.2683,1.1545,-1.5382,-0.7018,-1.6598,-0.2095,0.3768
GHITM,-0.6997,-2.127,-0.8036,0.6415,-0.4252,0.8197,0.6616,1.8978,-0.6362,0.5536
TMEM196,-0.1528,0.6002,-0.3405,0.4637,-0.6816,-0.2589,-1.1142,0.0841,1.7927,0.0903
PPP1R1C,0.7609,-0.125,2.0238,-0.7008,0.922,1.6461,1.1274,2.2913,-0.2095,0.3002
LOC339568,-1.6846,1.1787,-1.5146,0.3884,0.7676,-1.2816,0.8025,0.4766,-0.3359,-0.3199
KCNH4,0.5222,0.1514,-0.8988,-0.3265,-0.6869,-1.2313,-0.993,-0.1608,-1.0803,-1.01
TCRAVN1,-0.2354,-0.1501,-1.6085,-0.7678,-0.1059,-0.4938,-0.6057,0.5049,1.6841,-0.3553
